url,title,yes_price,no_price,volume_24h,liquidity,timestamp
https://polymarket.com/event/will-the-iranian-regime-fall-by-june-30,Will the Iranian regime fall by June 30?,0.5,0.5,0,0,2026-03-08T22:12:49.997809
